Temp,Temp2,Temp3,Temp4
29.364700188104266,26.06568914159619,26.452119428612995,23.64782505409624
24.85452511675515,24.21580750899423,22.12984272397449,24.51935015107825
23.13580217403872,24.20519777240854,24.633777983953333,22.530253852607405
24.456151023099387,23.50154553667899,23.91078483721961,22.730252542762795
24.69009433588077,23.00214447183409,23.62432530505351,23.98864207708784
24.499695839062824,25.790837392627157,25.28154677715312,25.05221145256933
25.024986270943327,26.827974247278657,26.34410118268049,25.92713186382175
27.46763900142121,27.713918599909704,27.2885680211014,26.69003044613261
27.7179760361654,29.784805957586528,29.16440276237181,27.409978538675333
30.128153636781068,29.520538376355724,28.82853434075645,30.117069245560646
30.49035489296308,28.654687532141253,29.991525681401367,29.638114180116972
28.841416060658105,28.21745782884765,30.020751465914344,28.444246740921898
28.52823596797834,27.63749531048973,27.976376994081345,27.24693839778544
28.236987446985147,28.38518417778782,26.054952033730014,24.222264831117947
24.84182264104952,24.51833855367864,25.73831689324661,25.256646481467232
25.74888768646376,23.582872135012263,26.03549985921988,22.56252196767717
24.684215079393464,24.622890256183787,24.745249469881493,28.183084299814112
29.24275839452185,32.512641427575154,31.07950210738252,31.54797012630578
32.78690666933636,32.90281755440601,32.06234917530806,35.02996040341782
32.66886014258889,34.30119968859074,33.52830498318868,34.19908668044736
34.46097568501984,35.61148343303945,33.26628851601473,31.568999876292743
32.547005191478114,34.41151279150382,30.84863853350357,32.0890239017421
31.194977056413272,31.77473712005372,31.009406662093745,30.346187036909942
28.889672224793127,30.03870156566953,29.164008576145196,28.823208858680257
28.99184605848108,29.74419544672847,29.027350878341156,28.91265735753521
27.0097688558198,27.761949784183365,26.82766741526452,25.82845863391085
25.38885814426054,25.45461450891083,25.95924217270611,23.01090058882704
23.10204394268287,24.10624138287272,23.651469885003586,24.144570362949963
23.24230684907681,27.12664841532883,25.411727345886533,26.778787965716678
30.678888529816263,30.863414290130617,33.67593048042321,31.68067019648141
32.348861312144415,31.85289960937209,31.838197591885496,33.408430161750296
32.010906214174426,33.63047699832904,32.71858293749006,33.21976249383917
34.28509689739168,35.019563276719246,33.73248719863891,32.31024605284826
34.3805966875866,33.45747869899441,36.37168960692699,34.26259551746677
32.849004056943066,32.603699983715416,32.96464137802628,31.585295043307298
32.018993877760124,31.403947579310955,29.57025561460009,30.443297849662645
28.812419090326934,27.196519579336837,29.058541491911942,29.4527186111572
25.734541745180668,28.63656090480121,26.48336339652521,24.66192241308731
23.74410167843863,23.527225157299902,24.1441497345503,24.19053796690302
23.632359701029333,24.662989637601843,25.20362835772644,24.489090957871507
25.2428225652688,24.220965548837263,26.370580755006685,28.61921830018792
27.41959076629197,28.25281320735582,28.10817683707061,28.53669464570996
29.30068738423083,28.980491676752795,28.60382670853637,30.623525483342217
29.58300439815365,30.81101324160204,30.295904026942782,31.166762845969117
30.39371262264237,30.85166214977056,33.600133312506784,30.063251611538256
29.933423653605526,30.329132604751024,29.36394874619293,30.5221109959521
29.55096251581712,27.861580296646466,31.26823414001352,28.56003928426155
29.319532967511005,28.41606026024533,30.82513185759068,32.41706799759065
28.47770497806176,29.066552156124622,29.2722215242163,29.20223553753806
27.59935550394636,29.380767197909904,25.253485280263007,25.307198041457248
25.48254787262057,22.67664701680968,24.15206049843184,25.42393546226008
25.110722696054257,25.82518816173748,24.601539818055567,23.75365233929056
26.21974981685684,23.995427639087957,26.219279300502777,27.252923764295765
27.762997293724943,27.48676790441078,28.808095559938643,28.229921682222585
27.988826907940627,27.15578207705021,30.218960812746555,28.1631282908696
30.716233842830583,30.329453742129918,29.46638936338137,32.44382396806277
30.86335983888504,32.618960838209155,31.201975608093655,31.32702239616382
32.67201388326968,31.254841426651407,30.391118433233597,31.656804102184545
32.217113442140906,29.947806913201237,32.00288967116379,31.485887221253165
31.904541959231832,29.37225346099474,31.953233410786144,30.885427377902115
30.85555093756944,29.25374424223949,29.106312593341617,29.453053526962997
25.59991846456861,25.62421501958711,25.31351392084934,22.568596989261597
24.14489021894989,23.018901639769304,24.1936018374645,23.61803854536853
25.171233474351435,24.760688553576973,23.96191966402573,24.086731380662123
23.31209116764064,23.654289909716567,25.9082037239195,24.249956791203324
25.227497244015385,25.41355045170105,28.296402338641947,26.45230535528393
25.97089331417392,24.65472855769561,24.708167281819748,27.055402341325014
25.811575845326505,27.44477572877896,28.331727689313045,26.266836222712367
27.314133986790605,28.06565319927952,29.85785658285116,28.29056535105946
28.829089359520392,28.79063259141531,29.71266171613085,28.15113497990307
30.89741016861405,28.64252430417308,27.76898998289843,30.11396923123057
29.142544777508228,27.800020654155105,26.89454451524661,27.487046221268592
29.527595952516727,27.407400537118228,26.70217386328359,25.10437273706942
24.94374427842256,24.48688895281748,23.178666784690154,23.923775211525687
23.038786917479197,25.44185881452513,24.38867091268589,24.7324595030496
24.444229283488564,25.28960828522687,23.895964778479595,25.39016524147748
24.755321912923552,24.85546662261,24.083591699086146,27.23293426378508
26.285538505819385,30.48232803854271,29.143119690847428,31.05141184351575
28.344988168726253,31.393267900296053,31.24731833739821,30.498367457455164
32.22535351132762,30.876294989792065,30.619225291253745,29.59099052561379
30.546868978614803,31.961680456480607,30.64014979203196,32.45479256344029
29.249502541905468,30.890115496539444,29.63416888142341,30.762219958645375
28.368172399966515,29.02736779173108,30.711370404017178,27.923638179575068
29.73629132837951,29.773365706102155,29.849085816888177,27.788925277080494
25.745209270268045,24.99233005290022,27.410519011847832,24.91725280382356
24.658524487966705,25.12592956046505,21.661152083244158,24.02094627339872
23.725688699893507,24.400645693824977,25.55193038753084,25.322107942866754
24.533538727168825,23.77281716383092,23.706942959988428,21.5908365872876
24.243333328818228,24.088402903132664,25.62065242717648,22.04644223802465
24.991423979269964,24.45386988878395,24.63126476097084,23.750224564355083
24.2355720110788,26.81815168089497,24.65070759268875,25.96008710193057
27.680994479757143,26.90539994961977,27.158190464269406,26.39567497306649
28.413089038274435,26.17866637473912,28.401309507549385,28.22708327453379
29.952455228487715,27.773003425707632,29.582847081250783,30.037293765661964
27.742889345027244,28.02354852845032,30.49273634661001,27.72880922557989
28.480241591854966,28.900073166563228,26.85772583351999,28.771060025681365
30.802410293402257,26.32570148247848,27.89808443892161,29.156263203826523
27.31032742162252,26.909429835212634,25.94272549971825,24.026687527848942
24.39760360807113,23.607385232373357,25.10213416999604,24.64531832551033
22.62430135166551,22.635525034816087,23.586831804428243,23.157981832038907
